Book Id,Title,Author,Author l-f,Additional Authors,ISBN,ISBN13,My Rating,Average Rating,Publisher,Binding,Number of Pages,Year Published,Original Publication Year,Date Read,Date Added,Bookshelves,Bookshelves with positions,Exclusive Shelf,My Review,Spoiler,Private Notes,Read Count,Owned Copies
54897735,Under the Blue,Oana Aristide,"Aristide, Oana",,"=""1788165837""","=""9781788165839""",0,4.02,Serpent's Tail,Hardcover,288,2021,,,2021/11/27,to-read,to-read (#122),to-read,,,,0,0
53398908,Fundamentals: Ten Keys to Reality,Frank Wilczek,"Wilczek, Frank",,"=""0735223793""","=""9780735223790""",0,3.90,Penguin Press,Hardcover,272,2021,2021,,2021/11/26,to-read,to-read (#121),to-read,,,,0,0
54750328,Doom: The Politics of Catastrophe,Niall Ferguson,"Ferguson, Niall",,"=""0241488443""","=""9780241488447""",0,3.63,Allen Lane,Hardcover,496,2021,2021,,2021/11/22,to-read,to-read (#120),to-read,,,,0,0
2714607,The Ascent of Money: A Financial History of the World,Niall Ferguson,"Ferguson, Niall",,"=""1594201927""","=""9781594201929""",0,3.90,Penguin Press,Hardcover,442,2008,2007,,2021/11/22,to-read,to-read (#119),to-read,,,,0,0
53925,The War of the End of the World,Mario Vargas Llosa,"Llosa, Mario Vargas",,"=""0571139612""","=""9780571139613""",0,4.25,Faber Faber Inc,Paperback,568,1986,1981,,2021/11/20,to-read,to-read (#118),to-read,,,,0,0
45892235,Active Measures: The Secret History of Disinformation and Political Warfare,Thomas Rid,"Rid, Thomas",,"=""0374287260""","=""9780374287269""",3,4.15,"Farrar, Straus and Giroux",Hardcover,528,2020,2020,2021/11/20,2020/07/08,,,read,,,,1,0
46190,"Love Is a Mix Tape: Life and Loss, One Song at a Time",Rob Sheffield,"Sheffield, Rob",,"=""1400083028""","=""9781400083022""",0,3.87,Crown Publishing Group (NY),Hardcover,224,2007,2007,,2021/11/04,to-read,to-read (#117),to-read,,,,0,0
9477628,Jerusalem: The Biography,Simon Sebag Montefiore,"Montefiore, Simon Sebag",,"=""0297852655""","=""9780297852650""",0,4.09,Weidenfeld & Nicolson,Hardcover,752,2011,2011,,2021/10/25,to-read,to-read (#116),to-read,,,,0,0
38219126,Corneliu Zelea Codreanu-Ascensiunea şi căderea „Căpitanului”,Oliver Jens Schmitt,"Schmitt, Oliver Jens",,"=""""","=""""",4,4.58,Editura Humanitas,Paperback,456,2017,2016,2021/10/25,2021/04/15,,,read,,,,1,0
25989447,By Chance Alone: A Remarkable True Story of Courage and Survival at Auschwitz,Max Eisen,"Eisen, Max",,"=""1443449288""","=""9781443449281""",0,4.55,HarperCollins Publishers,Hardcover,304,2016,2016,,2021/10/22,to-read,to-read (#115),to-read,,,,0,0
45220651,"Vecini în vremuri de restriște: stat, antisemitism și Holocaust în Basarabia și Transnistria",Diana Dumitru,"Dumitru, Diana",Miruna Andriescu,"=""9734676660""","=""9789734676668""",0,3.50,Polirom,Paperback,280,2019,2016,,2021/10/22,to-read,to-read (#114),to-read,,,,0,0
49245714,Holocaustul în România,Radu Ioanid,"Ioanid, Radu",,"=""9734678795""","=""9789734678792""",0,4.08,Polirom,Paperback,544,2019,1998,,2021/10/22,to-read,to-read (#113),to-read,,,,0,0
44492286,Children of Dune (Dune #3),Frank Herbert,"Herbert, Frank",,"=""0593098242""","=""9780593098240""",5,3.95,Ace,Paperback,609,2019,1976,2021/09/01,2020/09/21,,,read,,,,1,0
44492285,Dune Messiah (Dune #2),Frank Herbert,"Herbert, Frank",Brian Herbert,"=""0593098234""","=""9780593098233""",4,3.90,Ace,Mass Market Paperback,336,2019,1969,2020/12/10,2020/09/21,,,read,,,,1,0
44439416,Chapterhouse: Dune (Dune #6),Frank Herbert,"Herbert, Frank",,"=""0593098277""","=""9780593098271""",3,3.86,Ace,Paperback,609,2019,1985,2021/10/19,2021/09/28,,,read,,,,1,0
77818,By the Sea,Abdulrazak Gurnah,"Gurnah, Abdulrazak",,"=""0747557853""","=""9780747557852""",0,3.89,TRAFALGAR SQUARE +,Paperback,245,2002,2001,,2021/10/07,to-read,to-read (#112),to-read,,,,0,0
765618,Paradise,Abdulrazak Gurnah,"Gurnah, Abdulrazak",,"=""""","=""""",0,3.59,The New Press,Paperback,256,1995,1994,,2021/10/07,to-read,to-read (#111),to-read,,,,0,0
16286,The Magus,John Fowles,"Fowles, John",,"=""0316296198""","=""9780316296199""",2,4.05,"Little, Brown Paperbacks",Paperback,656,2001,1965,2021/09/28,2021/09/28,,,read,,,,1,0
52090,Eichmann in Jerusalem: A Report on the Banality of Evil,Hannah Arendt,"Arendt, Hannah",,"=""""","=""""",5,4.20,Penguin Classics,Paperback,312,2006,1963,2017/03/15,2017/01/04,,,read,,,,1,0
5094,"The Drawing of the Three (The Dark Tower, #2)",Stephen  King,"King, Stephen",,"=""0451210859""","=""9780451210852""",5,4.24,Signet,Paperback,463,2003,1987,2017/06/20,2017/01/24,,,read,,,,1,0
39999461,Never Enough: The Neuroscience and Experience of Addiction,Judith Grisel,"Grisel, Judith",,"=""0385542844""","=""9780385542845""",5,4.14,Doubleday,Hardcover,243,2019,2019,2021/06/30,2021/05/03,,,read,,,,1,0
11449,Cathedral,Raymond Carver,"Carver, Raymond",,"=""0679723692""","=""9780679723691""",4,4.24,Vintage Contemporaries,Paperback,230,1989,1983,2021/06/30,2021/06/27,,,read,,,,1,0
44492287,Heretics of Dune (Dune #5),Frank Herbert,"Herbert, Frank",,"=""0593098269""","=""9780593098264""",4,3.85,Ace,Paperback,669,2019,1984,2021/09/28,2021/09/17,,,read,,,,1,0
53328332,Less Is More: How Degrowth Will Save the World,Jason Hickel,"Hickel, Jason","Kofi Klu, Rupert Read","=""1786091216""","=""9781786091215""",0,4.50,Windmill Books,Paperback,336,2021,2020,,2021/09/27,to-read,to-read (#110),to-read,,,,0,0
28859,The Gospel According to Jesus Christ,José Saramago,"Saramago, José",Giovanni Pontiero,"=""186046095X""","=""9781860460951""",5,4.32,Harvill Pr,Paperback,341,1999,1991,2021/03/18,2020/12/29,,,read,,,,1,0
44439415,God Emperor of Dune (Dune #4),Frank Herbert,"Herbert, Frank",,"=""0593098250""","=""9780593098257""",4,3.88,Ace,Paperback,587,2019,1981,2021/09/17,2020/09/21,,,read,,,,1,0
21343,The Five Dysfunctions of a Team,Patrick Lencioni,"Lencioni, Patrick",,"=""0787960756""","=""9780787960759""",4,4.11,FisicalBook,Paperback,228,2011,2002,2021/09/01,2018/04/06,,,read,,,,1,0
10614,Misery,Stephen  King+,"King+, Stephen",,"=""0450417395""","=""9780450417399""",0,4.23,New English Library,Paperback,370,1992,1987,,2021/08/29,to-read,to-read (#109),to-read,,,,0,0
27833494,Dark Money: The Hidden History of the Billionaires Behind the Rise of the Radical Right,Jane Mayer,"Mayer, Jane",,"=""""","=""""",0,4.31,Doubleday,ebook,464,2016,2016,,2021/08/28,to-read,to-read (#108),to-read,,,,0,0
38155,"A People's Tragedy: The Russian Revolution, 1891 - 1924",Orlando Figes,"Figes, Orlando",,"=""014024364X""","=""9780140243642""",0,4.37,Penguin Books,Paperback,923,1998,1996,,2021/08/26,to-read,to-read (#107),to-read,,,,0,0
8250991,Crimea: The Last Crusade,Orlando Figes,"Figes, Orlando",,"=""0713997044""","=""9780713997040""",0,4.07,Allen Lane,Hardcover,608,2010,2010,,2021/08/26,to-read,to-read (#106),to-read,,,,0,0
18007564,The Martian,Andy Weir,"Weir, Andy",,"=""0804139024""","=""9780804139021""",4,4.42,Crown Publishers,Hardcover,369,2014,2011,2021/08/20,2020/04/18,audio,audio (#16),read,,,,1,0
54493401,Project Hail Mary,Andy Weir,"Weir, Andy",,"=""0593135202""","=""9780593135204""",4,4.51,Ballantine Books,Hardcover,476,2021,2021,2021/08/20,2021/05/24,owned,owned (#22),read,,,,1,0
38212120,The Rise and Fall of Adam and Eve: The Story That Created Us,Stephen Greenblatt,"Greenblatt, Stephen",,"=""0393356264""","=""9780393356267""",0,3.94,W. W. Norton & Company,Paperback,432,2018,2017,,2021/08/14,to-read,to-read (#105),to-read,,,,0,0
27823767,"Good Cop, Bad War",Neil Woods,"Woods, Neil",,"=""1785032690""","=""9781785032691""",0,4.34,Ebury Press,Paperback,320,2016,2016,,2021/08/08,to-read,to-read (#104),to-read,,,,0,0
11529868,The Orphan Master's Son,Adam  Johnson,"Johnson, Adam",,"=""0812992792""","=""9780812992793""",0,4.07,Random House,Hardcover,443,2012,2012,,2021/07/22,to-read,to-read (#103),to-read,,,,0,0
978689,They Thought They Were Free: The Germans 1933-45,Milton Sanford Mayer,"Mayer, Milton Sanford",,"=""0226511928""","=""9780226511924""",0,4.09,Phoenix Books/University of Chicago Press,Paperback,346,1966,1955,,2021/07/21,to-read,to-read (#102),to-read,,,,0,0
40651883,Snow Crash,Neal Stephenson,"Stephenson, Neal",,"=""""","=""""",0,4.01,Spectra,Kindle Edition,559,2018,1992,,2021/07/19,to-read,to-read (#101),to-read,,,,0,0
6088007,"Neuromancer (Sprawl, #1)",William Gibson,"Gibson, William",Jack Womack,"=""""","=""""",0,3.89,Ace,Kindle Edition,268,2018,1984,,2021/07/19,to-read,to-read (#100),to-read,,,,0,0
6763725,Capitalist Realism: Is There No Alternative?,Mark Fisher,"Fisher, Mark",,"=""1846943175""","=""9781846943171""",0,4.21,Zero Books,Paperback,81,2009,2009,,2021/07/17,to-read,to-read (#99),to-read,,,,0,0
32075449,The Ends of the World,Peter Brannen,"Brannen, Peter",,"=""0062364820""","=""9780062364821""",0,4.29,Ecco,ebook,336,2017,2017,,2021/07/04,to-read,to-read (#98),to-read,,,,0,0
7815,The Year of Magical Thinking,Joan Didion,"Didion, Joan",,"=""1400078431""","=""9781400078431""",0,3.93,Vintage,Paperback,227,2007,2005,,2021/06/13,to-read,to-read (#97),to-read,,,,0,0
40235667,România în 100 de ani,Oliver Jens Schmitt,"Schmitt, Oliver Jens",,"=""9735061481""","=""9789735061487""",0,3.99,Humanitas,Paperback,136,2018,2018,,2021/04/15,to-read,to-read (#96),to-read,,,,0,0
2260044,"The Romanians, 1774-1866",Keith Hitchins,"Hitchins, Keith",,"=""0198205910""","=""9780198205913""",0,4.31,Clarendon Press,Hardcover,350,1996,1996,,2021/03/31,to-read,to-read (#95),to-read,,,,0,0
41433623,A History of the Bible: The Book and Its Faiths,John Barton,"Barton, John",,"=""0241003911""","=""9780241003916""",0,4.12,Allen Lane,Hardcover,613,2019,2019,,2021/03/02,to-read,to-read (#94),to-read,,,,0,0
23006495,Dictatura lui Nicolae Ceaușescu (1965 - 1989): Geniul Carpaților,Adam Burakowski,"Burakowski, Adam",,"=""""","=""""",4,4.35,Polirom,Hardcover,432,2011,2008,2021/02/14,2018/08/20,,,read,,,,1,0
617702,In the Realm of Hungry Ghosts: Close Encounters with Addiction,Gabor Maté,"Maté, Gabor",,"=""0676977405""","=""9780676977400""",0,4.48,Knopf Canada,Hardcover,480,2008,2007,,2021/02/03,to-read,to-read (#93),to-read,,,,0,0
350,Stranger in a Strange Land,Robert A. Heinlein,"Heinlein, Robert A.",James Warhola,"=""""","=""""",2,3.92,Ace,Paperback,525,1991,1961,2021/01/26,2020/09/21,,,read,,,,1,0
6527702,Ciuleandra,Liviu Rebreanu,"Rebreanu, Liviu",,"=""9738726093""","=""9789738726093""",2,4.18,Cartex,Paperback,158,2006,1927,2021/01/05,2021/01/05,,,read,,,,1,0
18775999,Imaginea evreului în cultura română,Andrei Oișteanu,"Oișteanu, Andrei",,"=""9734625624""","=""9789734625628""",0,4.50,Polirom,Paperback,608,2012,2001,,2021/01/07,to-read,to-read (#92),to-read,,,,0,0
46116524,"Bafta, Devla şi Haramul: studii despre cultura şi religia romilor",Mirel Bănică,"Bănică, Mirel",,"=""9734655787""","=""9789734655786""",0,4.19,Polirom,Paperback,472,2019,2019,,2020/12/29,to-read,to-read (#91),to-read,,,,0,0
920403,A History of Celibacy,Elizabeth Abbott,"Abbott, Elizabeth",,"=""0306810417""","=""9780306810411""",0,3.68,Da Capo Press,Paperback,496,2001,2000,,2020/12/29,to-read,to-read (#90),to-read,,,,0,0
13096380,România și Europa. Acumularea decalajelor economice (1500 - 2010),Bogdan Murgescu,"Murgescu, Bogdan",,"=""973461665X""","=""9789734616657""",0,4.68,Polirom,Paperback,526,2010,2010,,2020/12/29,"to-read, owned","to-read (#89), owned (#31)",to-read,,,,0,0
39776179,Dune (Dune #1),Frank Herbert,"Herbert, Frank",,"=""0441013597""","=""9780441013593""",5,4.29,Ace,Paperback,704,2005,1965,2020/11/11,2020/04/18,,,read,,,,1,0
135479,Cat’s Cradle,Kurt Vonnegut Jr.,"Jr., Kurt Vonnegut",,"=""""","=""""",4,4.15,Penguin,Paperback,306,1999,1963,2020/10/18,2017/01/24,,,read,,,,1,0
357486,Voices from Chernobyl: The Oral History of a Nuclear Disaster,Svetlana Alexievich,"Alexievich, Svetlana","Keith Gessen, Alma Lapinskienė","=""0312425848""","=""9780312425845""",5,4.40,Picador,Paperback,236,2006,1997,2020/09/25,2019/06/13,,,read,,,,1,0
41804,"I, Robot (Robot, #0.1)",Isaac Asimov,"Asimov, Isaac",,"=""0553803700""","=""9780553803709""",5,4.21,Bantam Books,Hardcover,224,2004,1950,2020/09/25,2020/03/12,,,read,,,,1,0
16690,The Moon Is a Harsh Mistress,Robert A. Heinlein,"Heinlein, Robert A.",,"=""0340837942""","=""9780340837948""",0,4.15,Hodder & Stoughton,Paperback,288,2005,1966,,2020/09/21,to-read,to-read (#88),to-read,,,,0,0
11989,The Plague,Albert Camus,"Camus, Albert",Stuart Gilbert,"=""""","=""""",4,4.02,Vintage International,Paperback,308,1991,1947,,2017/01/24,to-read,to-read (#87),to-read,,,,1,0
758350,Death on Credit,Louis-Ferdinand Céline,"Céline, Louis-Ferdinand",Ralph Manheim,"=""0714541796""","=""9780714541792""",4,4.20,Calder Publications,Paperback,592,2001,1936,,2017/01/04,to-read,to-read (#86),to-read,,,,1,0
11438,What We Talk About When We Talk About Love,Raymond Carver,"Carver, Raymond",,"=""0679723056""","=""9780679723059""",4,4.00,Vintage Contemporaries,Paperback,159,1989,1981,2020/08/10,2020/07/22,,,read,,,,1,0
25312212,What We Talk About When We Talk About Love / Beginners (A Vintage Short),Raymond Carver,"Carver, Raymond",,"=""1101970472""","=""9781101970478""",4,3.85,Vintage,Kindle Edition,47,2015,2015,2020/07/22,2020/07/21,,,read,,,,1,0
117833,The Master and Margarita,Mikhail Bulgakov,"Bulgakov, Mikhail","Diana Lewis Burgin, Katherine Tiernan O'Connor, Ellendea Proffer, Hans Fronius, Михаил Булгаков","=""0679760806""","=""9780679760801""",5,4.28,Vintage International,Paperback,372,1996,1967,2020/07/16,2017/01/24,owned,owned (#23),read,,,,2,0
70561,The Gulag Archipelago 1918–1956 (Abridged),Aleksandr Solzhenitsyn,"Solzhenitsyn, Aleksandr",Edward E. Ericson Jr.,"=""0060007761""","=""9780060007768""",4,4.33,HarperCollins,Paperback,512,2002,1973,2020/05/20,2017/01/24,,,read,,,,1,0
115133,"A Stranger to Myself: The Inhumanity of War: Russia, 1941-1944",Willy Peter Reese,"Reese, Willy Peter","Max Hastings, Michael Hofmann, Stefan Schmitz","=""0374139784""","=""9780374139780""",0,3.81,"Farrar, Straus and Giroux",Hardcover,208,2005,2004,,2020/05/05,to-read,to-read (#85),to-read,,,,0,0
13167112,Savage Continent: Europe in the Aftermath of World War II,Keith Lowe,"Lowe, Keith",,"=""1250000203""","=""9781250000200""",0,4.22,St. Martin's Press,Hardcover,480,2012,2012,,2020/04/29,to-read,to-read (#84),to-read,,,,0,0
721038,The Whisperers: Private Life in Stalin's Russia,Orlando Figes,"Figes, Orlando",,"=""0805074619""","=""9780805074611""",0,4.26,Metropolitan Books,Hardcover,739,2007,2007,,2020/04/24,to-read,to-read (#83),to-read,,,,0,0
36482672,Seven Types of Atheism,John   Gray,"Gray, John",,"=""0241199417""","=""9780241199411""",0,3.84,Allen Lane,Hardcover,182,2018,2018,,2020/04/18,to-read,to-read (#82),to-read,,,,0,0
8908,World War Z: An Oral History of the Zombie War,Max Brooks,"Brooks, Max",,"=""0307346609""","=""9780307346605""",4,4.02,Crown,Hardcover,342,2006,2006,2020/04/15,2017/01/24,audio,audio (#23),read,,,,1,0
4808763,The Last Question,Isaac Asimov,"Asimov, Isaac","Bob E. Flick, Jim Gallant","=""1884214495""","=""9781884214493""",5,4.53,Ziggurat Productions,Audio CD,9,2007,1956,2020/04/07,2020/04/07,,,read,,,,1,0
76778,The Martian Chronicles,Ray Bradbury,"Bradbury, Ray",Michael Whelan,"=""0553278223""","=""9780553278224""",0,4.16,Bantam/Spectra,Mass Market Paperback,182,1984,1950,,2020/03/12,to-read,to-read (#81),to-read,,,,0,0
847457,Time Out of Mind,Pierre Boulle,"Boulle, Pierre",,"=""0451058712""","=""9780451058713""",0,3.64,Roc,Mass Market Paperback,0,1974,1953,,2020/03/12,to-read,to-read (#80),to-read,,,,0,0
13235689,How Music Works,David   Byrne,"Byrne, David",,"=""1936365537""","=""9781936365531""",3,4.00,McSweeney's,Hardcover,345,2012,2014,2020/02/10,2019/12/04,,,read,,,,1,0
6174,Survival in Auschwitz,Primo Levi,"Levi, Primo",Philip Roth,"=""0684826801""","=""9780684826806""",0,4.35,Simon & Schuster,Paperback,187,1996,1947,,2020/01/13,to-read,to-read (#79),to-read,,,,0,0
1617,Night,Elie Wiesel,"Wiesel, Elie","Marion Wiesel, François Mauriac","=""0374500010""","=""9780374500016""",5,4.38,Hill & Wang,Paperback,120,2006,1956,2020/01/09,2017/01/24,,,read,,,,1,0
35384,"The Unquiet Ghost: Russians Remember Stalin – An Investigation of the Gulag, Survivors' Voices, and Glasnost-Era Terror",Adam Hochschild,"Hochschild, Adam",,"=""0618257470""","=""9780618257478""",0,4.16,Mariner Books,Paperback,352,2003,1994,,2020/01/08,to-read,to-read (#78),to-read,,,,0,0
40961621,"King Leopold's Ghost: A Story of Greed, Terror, and Heroism in Colonial Africa",Adam Hochschild,"Hochschild, Adam",,"=""""","=""""",5,4.19,Mariner Books,ebook,442,1999,1998,2020/01/08,2019/12/03,,,read,,,,1,0
3559,From Beirut to Jerusalem,Thomas L. Friedman,"Friedman, Thomas L.",,"=""0385413726""","=""9780385413725""",0,4.15,Anchor,Paperback,541,1995,1989,,2020/01/04,to-read,to-read (#77),to-read,,,,0,0
18626822,Guns (Kindle Single),Stephen  King,"King, Stephen",,"=""""","=""""",0,4.18,Philtrum Press,Kindle Edition,31,2013,2013,,2020/01/01,to-read,to-read (#76),to-read,,,,0,0
13497,"A Feast for Crows (A Song of Ice and Fire, #4)",George R.R. Martin,"Martin, George R.R.",,"=""""","=""""",3,4.17,Bantam Books,Mass Market Paperback,1060,2011,2005,2019/10/09,2017/01/24,"owned, audio","owned (#24), audio (#19)",read,,,,1,0
30200112,Secondhand Time: The Last of the Soviets,Svetlana Alexievich,"Alexievich, Svetlana",Bela Shayevich,"=""1922253995""","=""9781922253996""",0,4.46,Text Publishing,Kindle Edition,496,2016,2013,,2019/09/21,to-read,to-read (#75),to-read,,,,0,0
62291,"A Storm of Swords (A Song of Ice and Fire, #3)",George R.R. Martin,"Martin, George R.R.",,"=""""","=""""",4,4.55,Bantam,Mass Market Paperback,1177,2003,2000,2019/09/04,2017/01/24,"owned, audio","owned (#25), audio (#20)",read,,,,1,0
7296214,"Închisoarea noastră cea de toate zilele, Vol. I 1949, 1952-1954",Ion Ioanid,"Ioanid, Ion",,"=""9732809558""","=""9789732809556""",0,4.76,Humanitas,Paperback,576,1999,1991,,2019/08/10,to-read,to-read (#74),to-read,,,,0,0
17910046,"Revolutionary Russia, 1891 - 1991: A History",Orlando Figes,"Figes, Orlando",,"=""0805091319""","=""9780805091311""",0,4.03,Metropolitan Books,Hardcover,336,2014,2014,,2019/08/10,to-read,to-read (#73),to-read,,,,0,0
226369,Stasiland: Stories from Behind the Berlin Wall,Anna Funder,"Funder, Anna",,"=""1862076553""","=""9781862076556""",0,4.20,Granta ,Paperback,328,2004,2003,,2019/08/10,to-read,to-read (#72),to-read,,,,0,0
4600727,Întoarcere în Bucureștiul interbelic,Ioana Pârvulescu,"Pârvulescu, Ioana",,"=""9735016591""","=""9789735016593""",0,4.25,Humanitas,Paperback,348,2003,2003,,2019/08/10,to-read,to-read (#71),to-read,,,,0,0
19289708,Fals tratat de manipulare,Ana Blandiana,"Blandiana, Ana",,"=""9735042460""","=""9789735042462""",0,4.52,Editura Humanitas,Paperback,484,2013,2013,,2019/08/10,"to-read, owned","to-read (#70), owned (#32)",to-read,,,,0,0
10572,"A Clash of Kings  (A Song of Ice and Fire, #2)",George R.R. Martin,"Martin, George R.R.",,"=""""","=""""",3,4.42,Random House Worlds,Paperback,1009,2002,1998,2019/07/29,2017/01/24,"owned, audio","owned (#26), audio (#21)",read,,,,1,0
12158480,"Why Nations Fail: The Origins of Power, Prosperity, and Poverty",Daron Acemoğlu,"Acemoğlu, Daron",James A. Robinson,"=""0307719219""","=""9780307719218""",3,4.09,Crown Currency,Hardcover,529,2012,2012,2019/07/29,2017/01/04,,,read,,,,1,0
40538681,Midnight in Chernobyl: The Untold Story of the World's Greatest Nuclear Disaster,Adam Higginbotham,"Higginbotham, Adam",,"=""1501134612""","=""9781501134616""",0,4.36,Simon & Schuster,Hardcover,538,2019,2019,,2019/06/13,to-read,to-read (#69),to-read,,,,0,0
168668,Catch-22,Joseph Heller,"Heller, Joseph",,"=""0684833395""","=""9780684833392""",5,3.99,Simon & Schuster ,Paperback,453,2004,1961,2019/02/06,2016/12/21,owned,owned (#28),read,,,,1,0
2313659,"Hitler, the Germans, and the Final Solution",Ian Kershaw,"Kershaw, Ian",,"=""0300124279""","=""9780300124279""",0,4.11,Yale University Press,Hardcover,400,2008,,,2019/01/25,to-read,to-read (#68),to-read,,,,0,0
11870085,The Fault in Our Stars,John Green,"Green, John",,"=""""","=""""",0,4.12,Dutton Books,Hardcover,313,2012,2012,,2018/12/04,to-read,to-read (#67),to-read,,,,0,0
18143977,All the Light We Cannot See,Anthony Doerr,"Doerr, Anthony",,"=""1476746583""","=""9781476746586""",0,4.31,Scribner,Hardcover,531,2014,2014,,2018/12/04,to-read,to-read (#66),to-read,,,,0,0
265734,Inside Out: A Personal History of Pink Floyd,Nick Mason,"Mason, Nick",,"=""0811848248""","=""9780811848244""",3,4.13,Chronicle Books,Paperback,360,2005,2004,2018/12/04,2017/01/04,,,read,,,,1,0
6784739,O scurtă istorie a românilor povestită celor tineri,Neagu Djuvara,"Djuvara, Neagu",,"=""9735025914""","=""9789735025915""",0,4.48,Humanitas,Paperback,240,2008,1999,,2018/12/03,to-read,to-read (#65),to-read,,,,0,0
39020,1491: New Revelations of the Americas Before Columbus,Charles C. Mann,"Mann, Charles C.",,"=""1400032059""","=""9781400032051""",0,4.05,Vintage,Paperback,563,2011,2005,,2018/12/03,to-read,to-read (#64),to-read,,,,0,0
29939161,Radical Candor: Be a Kickass Boss Without Losing Your Humanity,Kim Malone Scott,"Scott, Kim Malone",,"=""1250103509""","=""9781250103505""",0,4.05,St. Martin's Press,Hardcover,336,2017,2017,,2018/11/20,to-read,to-read (#63),to-read,,,,0,0
43369,God Is Not Great: How Religion Poisons Everything,Christopher Hitchens,"Hitchens, Christopher",,"=""0446579807""","=""9780446579803""",3,3.96,Twelve Books,Hardcover,307,2007,2007,2018/11/16,2017/01/04,,,read,,,,1,0
629429,The World of Yesterday,Stefan Zweig,"Zweig, Stefan",Harry Zohn,"=""0803252242""","=""9780803252240""",0,4.51,University of Nebraska Press,Paperback,455,1964,1942,,2018/11/16,to-read,to-read (#62),to-read,,,,0,0
23692271,Sapiens: A Brief History of Humankind,Yuval Noah Harari,"Harari, Yuval Noah",,"=""""","=""""",4,4.33,Vintage,Paperback,512,2015,2011,2018/10/18,2017/10/09,,,read,,,,1,0
254316,Cancer Ward,Aleksandr Solzhenitsyn,"Solzhenitsyn, Aleksandr","Nicholas Bethell, David Burg","=""""","=""""",4,4.26,Vintage Classics,Paperback,576,2003,1967,2018/09/09,2017/01/24,,,read,,,,1,0
25389937,1989: Toamna națiunilor,Adam Burakowski,"Burakowski, Adam","Aleksander Gubrynowicz, Paweł Ukielski, Vasile Moga, Stejarel Olaru","=""9734634461""","=""9789734634460""",0,4.31,Polirom,Paperback,448,2013,2009,,2018/08/20,to-read,to-read (#61),to-read,,,,0,0
366889,The Day Lasts More than a Hundred Years,Chingiz Aitmatov,"Aitmatov, Chingiz",John French,"=""0253204828""","=""9780253204820""",0,4.33,Indiana University Press,Paperback,368,1988,1980,,2018/08/03,to-read,to-read (#60),to-read,,,,0,0
28257707,The Subtle Art of Not Giving a F*ck: A Counterintuitive Approach to Living a Good Life,Mark Manson,"Manson, Mark",,"=""""","=""9798804636129""",1,3.86,Harper,Paperback,212,2016,2016,2018/08/01,2018/07/17,,,read,,,,1,0
3323374,Inspired: How To Create Products Customers Love,Marty Cagan,"Cagan, Marty",,"=""0981690408""","=""9780981690407""",3,4.23,SVPG Press,Hardcover,242,2008,2008,2018/07/24,2018/07/17,owned,owned (#29),read,,,,1,0
31394393,"Reach: A New Strategy to Help You Step Outside Your Comfort Zone, Rise to the Challenge and Build Confidence",Andy Molinsky,"Molinsky, Andy",,"=""0399574026""","=""9780399574023""",0,3.54,Avery,Hardcover,288,2017,,,2018/07/17,to-read,to-read (#59),to-read,,,,0,0
27213329,Grit: The Power of Passion and Perseverance,Angela Duckworth,"Duckworth, Angela",,"=""1443442313""","=""9781443442312""",0,4.08,Collins,Hardcover,277,2016,2016,,2018/07/17,to-read,to-read (#58),to-read,,,,0,0
4865,How to Win Friends & Influence People,Dale Carnegie,"Carnegie, Dale",,"=""""","=""""",3,4.22,Gallery Books,Paperback,288,1998,1936,2018/06/07,2018/05/09,,,read,,,,1,0
136181,The Halo Effect: ... and the Eight Other Business Delusions That Deceive Managers,Philip M. Rosenzweig,"Rosenzweig, Philip M.",,"=""0743291255""","=""9780743291255""",3,3.89,Free Press,Hardcover,256,2007,2007,2018/04/24,2018/01/12,,,read,,,,2,0
355697,All Quiet on the Western Front,Erich Maria Remarque,"Remarque, Erich Maria",Arthur Wesley Wheen,"=""0449213943""","=""9780449213940""",5,4.11,Ballantine Books,Mass Market Paperback,296,1987,1928,2018/04/12,2017/01/24,,,read,,,,1,0
2767,A People’s History of the United States: 1492 - Present,Howard Zinn,"Zinn, Howard",,"=""0060838655""","=""9780060838652""",0,4.09,Harper Perennial,Paperback,729,1995,1980,,2018/04/08,to-read,to-read (#57),to-read,,,,0,0
10644930,11/22/63,Stephen  King,"King, Stephen",,"=""1451627289""","=""9781451627282""",2,4.35,Scribner,Hardcover,849,2011,2011,2018/03/31,2017/01/24,audio,audio (#22),read,,,,1,0
28789711,SPQR: A History of Ancient Rome,Mary Beard,"Beard, Mary",,"=""1631492225""","=""9781631492228""",0,4.06,Liveright,Paperback,606,2016,2015,,2018/03/26,to-read,to-read (#56),to-read,,,,0,0
95558,Solaris,Stanisław Lem,"Lem, Stanisław","Steve Cox, Joanna Kilmartin","=""""","=""""",0,3.98,Harcourt,Paperback,204,2002,1961,,2018/02/28,to-read,to-read (#55),to-read,,,,0,0
5091,"The Dark Tower (The Dark Tower, #7)",Stephen  King,"King, Stephen",Michael   Whelan,"=""""","=""""",3,4.29,Pocket Books,Mass Market Paperback,1050,2006,2004,2018/02/15,2017/01/24,,,read,,,,1,0
5093,"Song of Susannah (The Dark Tower, #6)",Stephen  King,"King, Stephen",Darrel Anderson,"=""1416521496""","=""9781416521495""",3,4.00,Pocket Books,Mass Market Paperback,544,2006,2004,2018/01/17,2017/01/24,,,read,,,,1,0
