Book Id,Title,Author,Author l-f,Additional Authors,ISBN,ISBN13,My Rating,Average Rating,Publisher,Binding,Number of Pages,Year Published,Original Publication Year,Date Read,Date Added,Bookshelves,Bookshelves with positions,Exclusive Shelf,My Review,Spoiler,Private Notes,Read Count,Owned Copies
4339,Dispatches,Michael Herr,"Herr, Michael",,"=""0679735259""","=""9780679735250""",0,4.22,Vintage,Paperback,260,1991,1977,,2017/12/31,to-read,to-read (#54),to-read,,,,0,0
29059,Choke,Chuck Palahniuk,"Palahniuk, Chuck",,"=""0385720920""","=""9780385720922""",0,3.71,Anchor Books,Paperback,293,2002,2001,,2017/12/31,to-read,to-read (#53),to-read,,,,0,0
4978,"Wolves of the Calla (The Dark Tower, #5)",Stephen  King,"King, Stephen",Bernie Wrightson,"=""141651693X""","=""9781416516934""",3,4.20,Pocket Books,Mass Market Paperback,960,2006,2003,2017/12/25,2017/01/24,,,read,,,,1,0
52142,The Great War for Civilisation: The Conquest of the Middle East (Vintage),Robert Fisk,"Fisk, Robert",,"=""1400075173""","=""9781400075171""",0,4.41,"Vintage Books/Alfred A. Knopf/Random House, Inc.",Paperback,1111,2007,2005,,2017/11/20,to-read,to-read (#52),to-read,,,,0,0
5632446,Columbine,Dave Cullen,"Cullen, Dave",,"=""0446546933""","=""9780446546935""",0,4.29,Twelve,Hardcover,417,2009,2009,,2017/11/08,to-read,to-read (#51),to-read,,,,0,0
5096,"Wizard and Glass (The Dark Tower, #4)",Stephen  King,"King, Stephen",Dave McKean,"=""0340829788""","=""9780340829783""",4,4.27,New English Library,Paperback,896,2003,1997,2017/11/06,2017/01/24,,,read,,,,1,0
16043804,"The Crown Tower (The Riyria Chronicles, #1)",Michael J. Sullivan,"Sullivan, Michael J.",,"=""031624371X""","=""9780316243711""",0,4.33,Orbit ,Paperback,384,2013,2013,,2017/10/14,to-read,to-read (#50),to-read,,,,0,0
34713325,The Future Is History: How Totalitarianism Reclaimed Russia,Masha Gessen,"Gessen, Masha",,"=""159463453X""","=""9781594634536""",0,4.19,Riverhead Books,Hardcover,515,2017,2017,,2017/10/09,to-read,to-read (#49),to-read,,,,0,0
34084,"The Waste Lands (The Dark Tower, #3)",Stephen  King,"King, Stephen",Ned Dameron,"=""0670032565""","=""9780670032563""",4,4.25,Viking Adult,Hardcover,422,2003,1991,2017/08/02,2017/01/24,,,read,,,,1,0
25664510,The Heart,Maylis de Kerangal,"Kerangal, Maylis de",Sam Taylor,"=""0374240906""","=""9780374240905""",0,3.84,"Farrar, Straus and Giroux",Hardcover,242,2016,2014,,2017/05/23,to-read,to-read (#48),to-read,,,,0,0
43615,"The Gunslinger (The Dark Tower, #1) separate",Stephen  King,"King, Stephen",,"=""""","=""""",4,3.91,Plume,Paperback,231,2003,1982,2017/05/17,2017/01/24,,,read,,,,1,0
31170723,Behave: The Biology of Humans at Our Best and Worst,Robert M. Sapolsky,"Sapolsky, Robert M.",,"=""1594205078""","=""9781594205071""",0,4.38,Penguin Press,Hardcover,790,2017,2017,,2017/05/07,to-read,to-read (#47),to-read,,,,0,0
6480781,Open,Andre Agassi,"Agassi, Andre",J.R. Moehringer,"=""0307268195""","=""9780307268198""",5,4.32,Knopf,Hardcover,388,2009,2009,2017/05/07,2017/04/27,owned,owned (#30),read,,,,1,0
34460190,Exitus,Adrian Georgescu,"Georgescu, Adrian",,"=""9734666258""","=""9789734666256""",3,3.77,Polirom,Paperback,288,2017,2017,2017/04/26,2017/04/06,,,read,,,,1,0
6288,The Road,Cormac McCarthy,"McCarthy, Cormac",,"=""0307265439""","=""9780307265432""",3,4.00,Alfred A. Knopf,Hardcover,241,2006,2006,2017/04/12,2016/12/21,,,read,,,,1,0
18373,Flowers for Algernon,Daniel Keyes,"Keyes, Daniel",,"=""015603008X""","=""9780156030083""",5,4.24,Harvest Books,Paperback,311,2004,1966,2017/04/04,2017/01/24,,,read,,,,1,0
340587,Have a Nice Day!: A Tale of Blood and Sweatsocks,Mick Foley,"Foley, Mick","Mankind, WWF","=""0061031011""","=""9780061031014""",0,4.30,HarperEntertainment,Mass Market Paperback,768,2000,1999,,2017/03/22,to-read,to-read (#46),to-read,,,,0,0
7981020,Carlo Ancelotti: The Beautiful Games of an Ordinary Genius,Carlo Ancelotti,"Ancelotti, Carlo","Alessandro Alciato, Paolo Maldini","=""0847835383""","=""9780847835386""",0,3.97,Rizzoli,Hardcover,272,2010,2009,,2017/03/22,to-read,to-read (#45),to-read,,,,0,0
4381,Fahrenheit 451,Ray Bradbury,"Bradbury, Ray",,"=""0307347974""","=""9780307347978""",4,3.97,DeBolsillo,Mass Market Paperback,158,2004,1953,2017/03/20,2017/01/24,,,read,,,,1,0
18282006,Fear and Loathing in La Liga,Sid Lowe,"Lowe, Sid",,"=""1568584504""","=""9781568584508""",0,4.30,Bold Type Books,Paperback,480,2014,2012,,2017/03/10,to-read,to-read (#44),to-read,,,,0,0
6801335,Alone in Berlin,Hans Fallada,"Fallada, Hans","Michael Hofmann, Geoff Wilkes","=""014118938X""","=""9780141189383""",4,4.27,Penguin Classics,Paperback,590,2009,1947,2017/03/02,2017/01/04,,,read,,,,1,0
70535,"2001: A Space Odyssey (Space Odyssey, #1)",Arthur C. Clarke,"Clarke, Arthur C.",,"=""""","=""""",4,4.18,Roc,Paperback,297,2000,1968,2017/02/15,2017/01/04,,,read,,,,1,0
375013,Schindler’s List,Thomas Keneally,"Keneally, Thomas",,"=""0340606517""","=""9780340606513""",0,4.34,Sceptre,Mass Market Paperback,429,1994,1982,,2017/01/24,to-read,to-read (#41),to-read,,,,0,0
472331,Watchmen,Alan             Moore,"Moore, Alan","Dave Gibbons, John    Higgins","=""0930289234""","=""9780930289232""",3,4.39,DC Comics,Paperback,416,2005,1987,,2017/01/24,,,read,,,,1,0
5759,Fight Club,Chuck Palahniuk,"Palahniuk, Chuck",,"=""0393327345""","=""9780393327342""",0,4.18,W.W. Norton & Company (NYC),Paperback,218,2005,1996,,2017/01/24,to-read,to-read (#40),to-read,,,,0,0
5470,1984,George Orwell,"Orwell, George",,"=""""","=""""",4,4.20,New American Library,Mass Market Paperback,328,1950,1948,,2017/01/24,,,read,,,,1,0
30165203,"American Gods: Tenth Anniversary (American Gods, #1)",Neil Gaiman,"Gaiman, Neil",,"=""""","=""""",2,4.10,William Morrow,Kindle Edition,635,2011,2001,,2017/01/24,,,read,,,,1,0
7624,Lord of the Flies,William Golding,"Golding, William",,"=""0140283331""","=""9780140283334""",0,3.70,Penguin Books ,Paperback,182,1999,1954,,2017/01/24,to-read,to-read (#39),to-read,,,,0,0
19063,The Book Thief,Markus Zusak,"Zusak, Markus",,"=""""","=""""",0,4.39,Alfred A. Knopf,Kindle Edition,592,2006,2005,,2017/01/24,to-read,to-read (#38),to-read,,,,0,0
168642,In Cold Blood,Truman Capote,"Capote, Truman",,"=""0679745580""","=""9780679745587""",0,4.09,Vintage,Paperback,343,1994,1966,,2017/01/24,to-read,to-read (#37),to-read,,,,0,0
18505815,One Night in Winter (Moscow Trilogy #3),Simon Sebag Montefiore,"Montefiore, Simon Sebag",,"=""0062291882""","=""9780062291882""",0,3.98,Harper,Hardcover,467,2014,2013,,2017/01/24,to-read,to-read (#36),to-read,,,,0,0
64216,"Guards! Guards! (Discworld, #8; City Watch, #1)",Terry Pratchett,"Pratchett, Terry",,"=""0061020648""","=""9780061020643""",0,4.34,HarperTorch,Mass Market Paperback,376,2001,1989,,2017/01/24,to-read,to-read (#35),to-read,,,,0,0
12067,"Good Omens: The Nice and Accurate Prophecies of Agnes Nutter, Witch",Terry Pratchett,"Pratchett, Terry",Neil Gaiman,"=""""","=""""",0,4.25,William Morrow Paperbacks,Mass Market Paperback,491,2006,1990,,2017/01/24,to-read,to-read (#34),to-read,,,,0,0
414999,Childhood’s End,Arthur C. Clarke,"Clarke, Arthur C.",,"=""""","=""""",4,4.12,Del Rey Books,Mass Market Paperback,224,1987,1953,2017/01/22,2017/01/04,,,read,,,,1,0
9593,Galápagos,Kurt Vonnegut Jr.,"Jr., Kurt Vonnegut",,"=""0385333870""","=""9780385333870""",0,3.87,Dial Press Trade Paperback,Paperback,324,1999,1985,,2017/01/24,to-read,to-read (#33),to-read,,,,0,0
9592,Mother Night,Kurt Vonnegut Jr.,"Jr., Kurt Vonnegut",,"=""0385334141""","=""9780385334143""",0,4.24,Dial Press,Paperback,282,1999,1961,,2017/01/24,to-read,to-read (#32),to-read,,,,0,0
4982,The Sirens of Titan,Kurt Vonnegut Jr.,"Jr., Kurt Vonnegut",Chris     Moore,"=""""","=""""",0,4.15,Gollancz,Paperback,224,1999,1959,,2017/01/24,to-read,to-read (#31),to-read,,,,0,0
12341557,"The Wind Through the Keyhole (The Dark Tower, #4.5)",Stephen  King,"King, Stephen",Jae Lee,"=""""","=""""",0,4.13,Scribner,Kindle Edition,322,2012,2012,,2017/01/24,to-read,to-read (#30),to-read,,,,0,0
51606,Johnny Got His Gun,Dalton Trumbo,"Trumbo, Dalton",Ron Kovic,"=""0806512814""","=""9780806512815""",0,4.21,Citadel,Paperback,309,1998,1939,,2017/01/24,to-read,to-read (#29),to-read,,,,0,0
4406,East of Eden,John Steinbeck,"Steinbeck, John",,"=""0142000655""","=""9780142000656""",0,4.44,Penguin Books,Paperback,601,2002,1952,,2017/01/24,to-read,to-read (#4),to-read,,,,0,0
28251002,The Nix,Nathan  Hill,"Hill, Nathan",,"=""110194661X""","=""9781101946619""",0,4.08,Knopf,Hardcover,625,2016,2016,,2017/01/24,to-read,to-read (#2),to-read,,,,0,0
27071490,Homegoing,Yaa Gyasi,"Gyasi, Yaa",,"=""""","=""""",0,4.47,Alfred A. Knopf,Hardcover,305,2016,2016,,2017/01/24,to-read,to-read (#28),to-read,,,,0,0
106372,Becoming Evil: How Ordinary People Commit Genocide and Mass Killing,James Waller,"Waller, James",,"=""0195189493""","=""9780195189490""",0,4.21,Oxford University Press,Paperback,336,2005,2002,,2017/01/24,to-read,to-read (#27),to-read,,,,0,0
12497,No Country for Old Men,Cormac McCarthy,"McCarthy, Cormac",,"=""""","=""""",0,4.17,Knopf Doubleday Publishing Group,Paperback,309,2006,2005,,2017/01/24,to-read,to-read (#26),to-read,,,,0,0
394535,"Blood Meridian, or, the Evening Redness in the West",Cormac McCarthy,"McCarthy, Cormac",,"=""""","=""""",0,4.15,Vintage Books,Paperback,351,2010,1985,,2017/01/24,to-read,to-read (#1),to-read,,,,0,0
63432,3001: The Final Odyssey,Arthur C. Clarke,"Clarke, Arthur C.",,"=""0345438205""","=""9780345438201""",0,3.60,Del Rey,Mass Market Paperback,272,1999,1999,,2017/01/24,to-read,to-read (#25),to-read,,,,0,0
35816,"2061: Odyssey Three  (Space Odyssey, #3)",Arthur C. Clarke,"Clarke, Arthur C.",,"=""0586203192""","=""9780586203194""",0,3.62,Voyager,Paperback,302,1997,1987,,2017/01/24,to-read,to-read (#24),to-read,,,,0,0
70539,2010: Odyssey Two (Space Odyssey #2),Arthur C. Clarke,"Clarke, Arthur C.",,"=""0345413970""","=""9780345413970""",0,3.95,Random House Worlds,Paperback,320,1997,1982,,2017/01/24,to-read,to-read (#23),to-read,,,,0,0
4980,Breakfast of Champions,Kurt Vonnegut Jr.,"Jr., Kurt Vonnegut",,"=""0385334206""","=""9780385334204""",0,4.06,Dell Publishing,Paperback,303,1999,1973,,2017/01/24,to-read,to-read (#22),to-read,,,,0,0
12376830,In the Shadow of the Sword: The Birth of Islam and the Rise of the Global Arab Empire,Tom Holland,"Holland, Tom",,"=""0385531354""","=""9780385531351""",0,3.90,Doubleday,Hardcover,526,2012,2012,,2017/01/24,to-read,to-read (#21),to-read,,,,0,0
204180,Bobby Fischer Goes to War: How the Soviets Lost the Most Extraordinary Chess Match of All Time,David Edmonds,"Edmonds, David",John Eidinow,"=""0060510242""","=""9780060510244""",0,3.90,Ecco,Hardcover,368,2004,2003,,2017/01/24,to-read,to-read (#20),to-read,,,,0,0
767171,The Rise and Fall of the Third Reich: A History of Nazi Germany,William L. Shirer,"Shirer, William L.",,"=""0671728687""","=""9780671728687""",0,4.23,Simon & Schuster,Mass Market Paperback,1147,1990,1960,,2017/01/24,to-read,to-read (#19),to-read,,,,0,0
5544,"Surely You're Joking, Mr. Feynman!: Adventures of a Curious Character",Richard P. Feynman,"Feynman, Richard P.","Albert R. Hibbs, Ralph Leighton, Edward Hutchings","=""0393316041""","=""9780393316049""",0,4.26,W. W. Norton & Company,Paperback,397,1997,1985,,2017/01/24,to-read,to-read (#18),to-read,,,,0,0
216363,The Man in the High Castle,Philip K. Dick,"Dick, Philip K.",,"=""0679740678""","=""9780679740674""",3,3.59,Vintage,Paperback,259,1992,1962,2017/01/11,2016/12/21,,,read,,,,1,0
1202,Freakonomics: A Rogue Economist Explores the Hidden Side of Everything,Steven D. Levitt,"Levitt, Steven D.",Stephen J. Dubner,"=""0061234001""","=""9780061234002""",0,4.01,William Morrow,Hardcover,268,2006,2005,,2017/01/04,to-read,to-read (#17),to-read,,,,0,0
16090928,Lives of the Improbable Saints,Richard  Coles,"Coles, Richard",Ted  Harrison,"=""0232529558""","=""9780232529555""",0,3.55,"Darton, Longman and Todd",Paperback,192,2012,2012,,2017/01/04,to-read,to-read (#16),to-read,,,,0,0
645517,Why Not Kill Them All?: The Logic and Prevention of Mass Political Murder,Daniel Chirot,"Chirot, Daniel",Clark McCauley,"=""0691092966""","=""9780691092966""",0,3.59,Princeton University Press,Hardcover,288,2006,2006,,2017/01/04,to-read,to-read (#15),to-read,,,,0,0
1322330,In the Days of Victorio; Recollections of a Warm Springs Apache,James Kaywaykla,"Kaywaykla, James",Eve Ball,"=""0816504016""","=""9780816504015""",0,4.41,University of Arizona Press,Paperback,222,1972,1970,,2017/01/04,to-read,to-read (#14),to-read,,,,0,0
78127,On Killing: The Psychological Cost of Learning to Kill in War and Society,Dave Grossman,"Grossman, Dave",,"=""0316191442""","=""9780316191449""",0,4.11,Back Bay Books,Paperback,367,2003,1995,,2017/01/04,to-read,to-read (#13),to-read,,,,0,0
853201,Inside the Third Reich,Albert Speer,"Speer, Albert",,"=""0684829495""","=""9780684829494""",0,4.10,Simon & Schuster,Paperback,672,1997,1969,,2017/01/04,to-read,to-read (#12),to-read,,,,0,0
100834,"A World Undone: The Story of the Great War, 1914 to 1918",G.J. Meyer,"Meyer, G.J.",,"=""0553803549""","=""9780553803549""",0,4.37,Delacorte Press,Hardcover,704,2006,2006,,2017/01/04,to-read,to-read (#11),to-read,,,,0,0
55200,The Second World War,John Keegan,"Keegan, John",,"=""014011341X""","=""9780140113419""",0,4.11,Penguin Books,Paperback,608,1990,1990,,2017/01/04,to-read,to-read (#10),to-read,,,,0,0
3621358,Inverting the Pyramid: The History of Football Tactics,Jonathan  Wilson,"Wilson, Jonathan",,"=""0752889958""","=""9780752889955""",0,4.14,Orion,Hardcover,374,2008,2008,,2017/01/04,to-read,to-read (#9),to-read,,,,0,0
25526965,"End of Watch (Bill Hodges Trilogy, #3)",Stephen  King,"King, Stephen",,"=""1501129740""","=""9781501129742""",0,4.11,Scribner,Hardcover,432,2016,2016,,2017/01/04,to-read,to-read (#8),to-read,,,,0,0
8163722,Earth (The Book): A Visitor's Guide to the Human Race,Jon   Stewart,"Stewart, Jon","David Javerbaum, Rory Albanese, Steve Bodow, Josh Lieb","=""044657922X""","=""9780446579223""",0,3.90,Grand Central Publishing,Hardcover,246,2010,2010,,2017/01/04,to-read,to-read (#7),to-read,,,,0,0
706,America (The Book): A Citizen's Guide to Democracy Inaction,Jon   Stewart,"Stewart, Jon","Ben Karlin, David Javerbaum, Rich Bloomquist, Steve Bodow, Tim Carvell, Eric Drysdale, J.R. Havlan, Scott Jacobson, Tom Johnson, Rob Kutner, Chris Regan, Jason Reich, Jason Ross, Stephen Colbert, Samantha Bee, Rob Corddry, Brendan Hay, Ed Helms","=""0713998946""","=""9780713998948""",0,4.01,Allen Lane,Hardcover,228,2004,2004,,2017/01/04,to-read,to-read (#6),to-read,,,,0,0
28964412,"The Daily Show (The Audiobook): An Oral History as Told by Jon Stewart, the Correspondents, Staff and Guests",Chris    Smith,"Smith, Chris","Jon   Stewart, Oliver Wyman, Jay Snyder, Kevin T. Collins, Chris Lutkin, Robert Fass, Lauren Fortgang","=""1478936568""","=""9781478936565""",0,4.14,Grand Central Publishing,Audiobook,16,2016,2016,,2017/01/04,to-read,to-read (#5),to-read,,,,0,0
28381,Dead Souls,Nikolai Gogol,"Gogol, Nikolai",Robert A. Maguire,"=""0140448071""","=""9780140448078""",4,3.98,Penguin Classics,Paperback,464,2004,1842,,2017/01/04,,,read,,,,1,0
7144,Crime and Punishment,Fyodor Dostoevsky,"Dostoevsky, Fyodor","David McDuff, Joseph Frank","=""""","=""""",5,4.29,Penguin,Paperback,671,2002,1866,,2017/01/04,,,read,,,,1,0
7595273,"Moromeții II (Moromeții, #2)",Marin Preda,"Preda, Marin",,"=""""","=""""",4,3.55,Curtea Veche Publishing,Hardcover,546,2009,1967,,2017/01/04,,,read,,,,1,0
2142727,Cel mai iubit dintre pământeni,Marin Preda,"Preda, Marin",,"=""9737883217""","=""9789737883216""",5,4.39,Editura Cartex Serv,Paperback,1200,2008,1984,,2017/01/04,,,read,,,,1,0
1512007,"Moromeții I (Moromeții, #1)",Marin Preda,"Preda, Marin",,"=""9736698416""","=""9789736698415""",5,3.84,Curtea Veche,Hardcover,416,2009,1955,,2017/01/04,,,read,,,,1,0
11,"The Hitchhiker’s Guide to the Galaxy (Hitchhiker's Guide to the Galaxy, #1)",Douglas Adams,"Adams, Douglas",,"=""""","=""""",4,4.22,Del Rey Books,Mass Market Paperback,216,2005,1979,,2016/12/21,,,read,,,,1,0
17289087,Look Who's Back,Timur Vermes,"Vermes, Timur",Jamie Bulloch,"=""0857052926""","=""9780857052926""",4,3.43,MacLehose Press,Hardcover,313,2015,2012,,2016/12/21,,,read,,,,1,0
4981,Slaughterhouse-Five,Kurt Vonnegut Jr.,"Jr., Kurt Vonnegut",,"=""""","=""""",5,4.10,Dial Press,Paperback,275,1999,1969,,2016/12/21,,,read,,,,1,0
22557272,The Girl on the Train,Paula Hawkins,"Hawkins, Paula",,"=""1594633665""","=""9781594633669""",0,3.96,Riverhead Books,Hardcover,336,2015,2015,,2016/12/21,to-read,to-read (#43),to-read,,,,0,0
